Operation, Size, OpenCL Overhead, GPU Data Trans, GPU Ex, CPU Ex,
Vector Addition, 8192, 54276655, 3178330 ,177049, 26087,
Vector Addition, 8192, 58527542, 4168351 ,155239, 34640,
Vector Addition, 8192, 68293465, 3083819 ,174055, 44048,
Vector Addition, 8192, 72769727, 4211972 ,209550, 36778,
Vector Addition, 8192, 76221757, 3130432 ,153101, 38488,
Vector Addition, 8192, 78701298, 3375479 ,163792, 35923,
Vector Addition, 8192, 57521270, 2944403 ,141554, 58161,
Vector Addition, 8192, 53124980, 3068850 ,110763, 52602,
Vector Addition, 8192, 49731967, 2958944 ,162508, 43621,
Vector Addition, 8192, 61990690, 2894367 ,165930, 28653,
Vector Addition, 8192, 68780992, 3119313 ,164647, 60727,
Vector Addition, 8192, 81252685, 4212399 ,139843, 62866,
Vector Addition, 8192, 61787127, 3127866 ,155667, 32930,
Vector Addition, 8192, 56317851, 2665571 ,104348, 40200,
Vector Addition, 8192, 86820751, 2620668 ,122737, 36351,
Vector Addition, 8192, 55000674, 2938844 ,148823, 51746,
Vector Addition, 8192, 51732965, 2293083 ,111191, 32930,
Vector Addition, 8192, 62236591, 3585030 ,150962, 157377,
Vector Addition, 8192, 58141797, 3555522 ,210406, 38916,
Vector Addition, 8192, 46468962, 4595149 ,375909, 61154,
Vector Addition, 8192, 62840013, 2001423 ,94940, 44904,
Vector Addition, 8192, 31184582, 1981324 ,82537, 21810,
Vector Addition, 8192, 57301456, 2270419 ,127441, 26087,
Vector Addition, 8192, 42949364, 2849892 ,159942, 26087,
Vector Addition, 8192, 44727979, 2592870 ,112901, 29080,
Vector Addition, 8192, 46301321, 2114753 ,87669, 37634,
Vector Addition, 8192, 199297791, 4660154 ,181325, 23949,
Vector Addition, 8192, 83025743, 3383604 ,135139, 29080,
Vector Addition, 8192, 43938528, 3150105 ,145830, 43193,
Vector Addition, 8192, 58666530, 24831344 ,230078, 49180,
Vector Addition, 8192, 63204802, 3728721 ,155667, 40200,
Vector Addition, 8192, 12474688, 2478260 ,80826, 30791,
Vector Addition, 8192, 61542081, 2664716 ,144975, 29508,
Vector Addition, 8192, 50774163, 3311330 ,182181, 26515,
Vector Addition, 8192, 14909755, 3691516 ,85103, 24804,
Vector Addition, 8192, 14976040, 4356092 ,174055, 38917,
Vector Addition, 8192, 60974582, 3001709 ,163364, 32930,
Vector Addition, 8192, 44902035, 2136563 ,101354, 32502,
Vector Addition, 8192, 5716889, 2477403 ,102638, 44476,
Vector Addition, 8192, 111724796, 2822094 ,156949, 31219,
Vector Addition, 8192, 51657696, 8736131 ,413969, 37634,
Vector Addition, 8192, 67996245, 2823804 ,139843, 22238,
Vector Addition, 8192, 35972177, 2750248 ,135994, 27798,
Vector Addition, 8192, 45831756, 2856306 ,99644, 24376,
Vector Addition, 8192, 40004106, 2116035 ,97506, 39344,
Vector Addition, 8192, 36593986, 2007412 ,80399, 25232,
Vector Addition, 8192, 33841600, 1951389 ,85103, 36778,
Vector Addition, 8192, 38977734, 1930861 ,88097, 28652,
Vector Addition, 8192, 38503465, 2154097 ,121454, 44904,
Vector Addition, 8192, 40767468, 3111616 ,123164, 21810,
Vector Addition, 8192, 36662838, 1906485 ,85959, 25231,
Vector Addition, 8192, 28655004, 1909906 ,77833, 73129,
Vector Addition, 8192, 37678946, 2422664 ,115039, 78260,
Vector Addition, 8192, 42304032, 2453883 ,104775, 21810,
Vector Addition, 8192, 48509301, 2258018 ,91945, 26942,
Vector Addition, 8192, 45695335, 2610832 ,130007, 38062,
Vector Addition, 8192, 43185428, 3217247 ,144547, 22238,
Vector Addition, 8192, 45307879, 2042906 ,94940, 25659,
Vector Addition, 8192, 56851136, 2202849 ,88952, 23949,
Vector Addition, 8192, 43046869, 2545828 ,141554, 26515,
Vector Addition, 8192, 43524559, 2925586 ,145830, 30364,
Vector Addition, 8192, 47129688, 2547967 ,142836, 32074,
Vector Addition, 8192, 43064831, 2758373 ,128724, 38489,
Vector Addition, 8192, 46875662, 3047895 ,143692, 29936,
Vector Addition, 8192, 45877943, 2213541 ,99644, 30791,
Vector Addition, 8192, 44824202, 2339271 ,120599, 33785,
Vector Addition, 8192, 42771886, 2976050 ,135566, 24376,
Vector Addition, 8192, 54915570, 2125444 ,100071, 28653,
Vector Addition, 16384, 34894915, 4645614 ,130007, 90663,
Vector Addition, 16384, 52610939, 3029506 ,113756, 96223,
Vector Addition, 16384, 48124414, 3872414 ,191589, 72274,
Vector Addition, 16384, 50744226, 2832785 ,112901, 66714,
Vector Addition, 16384, 50294332, 4460867 ,169778, 68424,
Vector Addition, 16384, 43366755, 3098785 ,114612, 60727,
Vector Addition, 16384, 51505879, 3057732 ,141981, 96650,
Vector Addition, 16384, 46911584, 3718031 ,162936, 79116,
Vector Addition, 16384, 46069532, 4918457 ,209978, 107341,
Vector Addition, 16384, 52560475, 3308765 ,117177, 57733,
Vector Addition, 16384, 44635179, 3685955 ,149252, 68853,
Vector Addition, 16384, 37775596, 3040625 ,158232, 64576,
Vector Addition, 16384, 52046007, 3562365 ,139415, 86814,
Vector Addition, 16384, 36983580, 4627224 ,126586, 69280,
Vector Addition, 16384, 37578875, 3067995 ,124875, 65003,
Vector Addition, 16384, 64141366, 2926440 ,115895, 60300,
Vector Addition, 16384, 41315295, 2837061 ,112473, 53457,
Vector Addition, 16384, 49855133, 3481965 ,156094, 77406,
Vector Addition, 16384, -1190075417, 4082820 ,168924, 87670,
Vector Addition, 16384, 40177306, 2590305 ,92373, 57734,
Vector Addition, 16384, 37492916, 2372201 ,84248, 57306,
Vector Addition, 16384, 55427046, 2840483 ,134711, 54740,
Vector Addition, 16384, 42352358, 2408123 ,93657, 58588,
Vector Addition, 16384, 37233758, 2428651 ,98788, 55167,
Vector Addition, 16384, 32216940, 2638202 ,88952, 50035,
Vector Addition, 16384, 31515586, 2309764 ,88524, 84248,
Vector Addition, 16384, 35304181, 3448607 ,151818, 62010,
Vector Addition, 16384, 35513731, 2550106 ,99643, 51319,
Vector Addition, 16384, 22531844, 2372629 ,83820, 103065,
Vector Addition, 16384, 44523133, 3005985 ,135139, 67142,
Vector Addition, 16384, 50986278, 2557803 ,112473, 67142,
Vector Addition, 16384, 52763612, 2823804 ,160371, 71419,
Vector Addition, 16384, 46987708, 3128722 ,154811, 50463,
Vector Addition, 16384, 44898187, 2696790 ,93657, 47897,
Vector Addition, 16384, 34109740, 3237774 ,162936, 55595,
Vector Addition, 16384, 36017080, 3376762 ,152245, 67997,
Vector Addition, 16384, 46615221, 3265999 ,148824, 58161,
Vector Addition, 16384, 63739798, 4475835 ,198004, 53884,
Vector Addition, 16384, 43530118, 2988451 ,150534, 133001,
Vector Addition, 16384, 35837893, 2792158 ,103920, 50036,
Vector Addition, 16384, 35412805, 3373768 ,142837, 53457,
Vector Addition, 16384, 43474523, 2560797 ,97505, 69280,
Vector Addition, 16384, 56365320, 2532999 ,99643, 54740,
Vector Addition, 16384, 37801683, 3827082 ,177049, 61582,
Vector Addition, 16384, 38382011, 2646755 ,123592, 46186,
Vector Addition, 16384, 37334257, 3096220 ,112473, 70563,
Vector Addition, 16384, 45371600, 2674552 ,101354, 49608,
Vector Addition, 16384, 33798408, 3044046 ,130862, 51319,
Vector Addition, 16384, 41839599, 3474267 ,142409, 55167,
Vector Addition, 16384, 38982866, 2984602 ,141126, 59871,
Vector Addition, 16384, 40069109, 2940982 ,119315, 62010,
Vector Addition, 16384, 46928263, 3681680 ,758659, 56023,
Vector Addition, 16384, 30125282, 2612970 ,138560, 57734,
Vector Addition, 16384, 37399688, 3016249 ,130434, 98789,
Vector Addition, 16384, 39076095, 2693370 ,101782, 62437,
Vector Addition, 16384, 37715724, 3132998 ,137277, 50035,
Vector Addition, 16384, 39154356, 3019242 ,116750, 51318,
Vector Addition, 16384, 47474378, 2794724 ,114184, 62865,
Vector Addition, 16384, 39586714, 2955522 ,122309, 54739,
Vector Addition, 16384, 31542102, 3074409 ,162937, 82537,
Vector Addition, 16384, 64291900, 3815536 ,182608, 68852,
Vector Addition, 16384, 46534821, 3991729 ,182181, 65431,
Vector Addition, 16384, 60284348, 3620524 ,141554, 62438,
Vector Addition, 16384, 33323283, 2787454 ,145402, 56878,
Vector Addition, 16384, 50603099, 3159514 ,148396, 62437,
Vector Addition, 16384, 38777593, 3002991 ,138133, 56451,
Vector Addition, 16384, 42719286, 3913040 ,160799, 68425,
Vector Addition, 16384, 53719848, 2911472 ,108625, 51319,
Vector Addition, 16384, 39909166, 2843477 ,121454, 77406,
Vector Addition, 16384, 79776422, 2805842 ,110335, 53029,
Vector Addition, 16384, 53912720, 2848608 ,103065, 58161,
Vector Addition, 16384, 43478800, 3130432 ,115039, 50891,
Vector Addition, 16384, 43880796, 2824232 ,117605, 78261,
Vector Addition, 16384, 46770459, 3024374 ,114184, 47470,
Vector Addition, 16384, 41861838, 3624801 ,156522, 56878,
Vector Addition, 16384, 44033467, 2811402 ,109052, 73984,
Vector Addition, 16384, 41213513, 3727866 ,174055, 61155,
Vector Addition, 16384, 51641446, 3655164 ,172773, 60727,
Vector Addition, 16384, 41024917, 3155237 ,147541, 67569,
Vector Addition, 16384, 36942525, 2852458 ,118460, 56451,
Vector Addition, 16384, 58426616, 3842051 ,159515, 51746,
Vector Addition, 16384, 47998682, 2740412 ,112900, 69708,
Vector Addition, 16384, 79044277, 3579043 ,160370, 52601,
Vector Addition, 16384, 44746796, 4135849 ,175338, 77833,
Vector Addition, 16384, 54982285, 3378045 ,156094, 55595,
Vector Addition, 16384, 44689918, 3602136 ,151390, 58589,
Vector Addition, 16384, 45377587, 3586740 ,127441, 69280,
Vector Addition, 16384, 45575591, 3733854 ,162081, 72273,
Vector Addition, 16384, 44281508, 3129577 ,121882, 55595,
Vector Addition, 16384, 45796688, 3426370 ,115894, 71846,
Vector Addition, 16384, 50858410, 3053027 ,121027, 70563,
Vector Addition, 16384, 38604820, 6523873 ,135994, 62865,
Vector Addition, 16384, 52090911, 2844331 ,120171, 60299,
Vector Addition, 16384, 54618350, 3046613 ,131290, 137277,
Vector Addition, 16384, 62483348, 3357090 ,112045, 72274,
Vector Addition, 16384, 27843743, 3359655 ,159088, 69280,
Vector Addition, 16384, 64988549, 3573483 ,163364, 67142,
Vector Addition, 16384, 50642017, 3152671 ,115039, 61155,
Vector Addition, 16384, 38161341, 2557375 ,96650, 47042,
Vector Addition, 16384, 33770183, 2701922 ,109052, 63293,
Vector Addition, 32768, 41351646, 4619098 ,159516, 132573,
Vector Addition, 32768, 32060419, 3629933 ,135994, 128724,
Vector Addition, 32768, 37112304, 4148250 ,165503, 120599,
Vector Addition, 32768, 37647728, 4102064 ,142409, 120599,
Vector Addition, 32768, 33647018, 4150816 ,139843, 183464,
Vector Addition, 32768, 44111301, 4699498 ,218104, 121454,
Vector Addition, 32768, 38711306, 3564930 ,133856, 143264,
Vector Addition, 32768, 41132686, 3909192 ,138560, 137704,
Vector Addition, 32768, 34815798, 4114894 ,168924, 158660,
Vector Addition, 32768, 58427471, 3720595 ,130435, 119315,
Vector Addition, 32768, 37389425, 3961366 ,261725, 135139,
Vector Addition, 32768, 38611662, 4598571 ,176194, 332715,
Vector Addition, 32768, 39263407, 3877118 ,129151, 161654,
Vector Addition, 32768, 41103606, 4812399 ,194583, 232216,
Vector Addition, 32768, 42578588, 3956234 ,115467, 113756,
Vector Addition, 32768, 35390138, 3532429 ,133000, 118461,
Vector Addition, 32768, 33553361, 3767211 ,137704, 132145,
Vector Addition, 32768, 36640601, 3781323 ,133856, 242052,
Vector Addition, 32768, -13077682, 5815676 ,234783, 162081,
Vector Addition, 32768, 38954212, 6208692 ,291232, 183464,
Vector Addition, 32768, 57136809, 5269989 ,268995, 2128010,
Vector Addition, 32768, 51298894, 5279825 ,248040, 135566,
Vector Addition, 32768, 44237887, 4087524 ,141554, 125730,
Vector Addition, 32768, 37405248, 3967352 ,345545, 111618,
Vector Addition, 32768, 35644165, 3984459 ,156949, 125731,
Vector Addition, 32768, 34699905, 3570489 ,127869, 133001,
Vector Addition, 32768, 58991120, 3732570 ,124020, 148824,
Vector Addition, 32768, 38219930, 4255165 ,171917, 165930,
Vector Addition, 32768, 38598832, 3375051 ,96650, 145403,
Vector Addition, 32768, 36461414, 5042905 ,150962, 184320,
Vector Addition, 32768, 1300430435, 5698071 ,312188, 115467,
Vector Addition, 32768, 48332682, 4363787 ,162082, 120598,
Vector Addition, 32768, 39851433, 4023803 ,134712, 106486,
Vector Addition, 32768, 56590694, 4176904 ,143692, 115894,
Vector Addition, 32768, 37718291, 4365927 ,149679, 111618,
Vector Addition, 32768, 51838594, 4114039 ,135566, 194155,
Vector Addition, 32768, 47977301, 4109333 ,124876, 158232,
Vector Addition, 32768, 50958481, 3658159 ,115039, 111618,
Vector Addition, 32768, 5726296, 3806128 ,118460, 238204,
Vector Addition, 32768, 57614071, 3817246 ,138560, 163364,
Vector Addition, 32768, 35737822, 3679968 ,178760, 123593,
Vector Addition, 32768, 45189846, 3770204 ,195011, 130007,
Vector Addition, 32768, 74804509, 4644757 ,212117, 130862,
Vector Addition, 32768, 76414201, 4945827 ,168068, 317747,
Vector Addition, 32768, 55750780, 4537844 ,224947, 133428,
Vector Addition, 32768, 34877381, 4504060 ,215538, 126158,
Vector Addition, 32768, 68620621, 4563932 ,182608, 174911,
Vector Addition, 32768, 44557773, 4307766 ,141554, 150534,
Vector Addition, 32768, 52173021, 4482677 ,135994, 150535,
Vector Addition, 32768, 35724993, 4333853 ,195438, 133856,
Vector Addition, 32768, 49119566, 5524016 ,203136, 120599,
Vector Addition, 32768, 43839313, 4811971 ,191161, 148824,
Vector Addition, 32768, 42309164, 3759085 ,129579, 1642194,
Vector Addition, 32768, 76024607, 4110617 ,134283, 157377,
Vector Addition, 32768, 48660692, 5315321 ,205702, 135566,
Vector Addition, 32768, 41714297, 3685955 ,138133, 132573,
Vector Addition, 32768, 37615226, 4181608 ,134284, 134283,
Vector Addition, 32768, 48836030, 4448038 ,151817, 137277,
Vector Addition, 32768, 59646714, 10285097 ,1066998, 128724,
Vector Addition, 32768, 65015492, 4277403 ,173200, 145831,
Vector Addition, 32768, 48881789, 4297930 ,205702, 142836,
Vector Addition, 32768, 39800541, 4026797 ,138560, 129579,
Vector Addition, 32768, 43499755, 4126441 ,164647, 134283,
Vector Addition, 32768, 48516145, 4603703 ,181326, 134711,
Vector Addition, 32768, 40134112, 3884815 ,149252, 127441,
Vector Addition, 32768, 41298189, 3632071 ,128297, 127868,
Vector Addition, 32768, 40511732, 3953239 ,141982, 138988,
Vector Addition, 32768, 74696311, 4273127 ,157804, 132145,
Vector Addition, 32768, 31060563, 4175193 ,160798, 127869,
Vector Addition, 32768, 37295768, 3547824 ,126158, 146258,
Vector Addition, 32768, 38062981, 3621808 ,128724, 133856,
Vector Addition, 32768, 39087214, 3693654 ,125303, 269850,
Vector Addition, 32768, 37854713, 4027652 ,180470, 124019,
Vector Addition, 32768, 33857425, 3792442 ,133856, 139843,
Vector Addition, 32768, 30604683, 3353668 ,118888, 136422,
Vector Addition, 32768, 36887786, 4710189 ,180898, 127014,
Vector Addition, 32768, 34822213, 3520026 ,136422, 121027,
Vector Addition, 32768, 44353781, 4151672 ,133001, 152245,
Vector Addition, 32768, 32965336, 3824944 ,175766, 133001,
Vector Addition, 32768, 36420359, 4070846 ,158660, 147969,
Vector Addition, 32768, 38187856, 4192300 ,166785, 171490,
Vector Addition, 32768, -8400849, 4724302 ,153528, 141982,
Vector Addition, 32768, 52243583, 3851886 ,139843, 132145,
Vector Addition, 32768, 41161339, 4025941 ,128724, 145403,
Vector Addition, 32768, 38954212, 3274553 ,121881, 96650,
Vector Addition, 32768, 30044027, 3690233 ,124875, 122737,
Vector Addition, 32768, 30861276, 3698358 ,138988, 133001,
Vector Addition, 32768, 40406102, 4080253 ,146258, 176622,
Vector Addition, 32768, 35974743, 3709477 ,126158, 158660,
Vector Addition, 32768, 42713297, 3320312 ,127868, 118460,
Vector Addition, 32768, 54960902, 3320311 ,120171, 286101,
Vector Addition, 32768, 33292064, 3721879 ,112473, 118461,
Vector Addition, 32768, 33921144, 4018673 ,152672, 128724,
Vector Addition, 32768, 33127845, 3437061 ,122309, 126585,
Vector Addition, 32768, 39641454, 3659013 ,195011, 132573,
Vector Addition, 32768, 37337678, 4065714 ,164219, 132573,
Vector Addition, 32768, 35024922, 4071273 ,153528, 126586,
Vector Addition, 32768, 39152217, 4365071 ,199288, 130434,
Vector Addition, 32768, 46503603, 3761650 ,112901, 135567,
Vector Addition, 32768, 37897478, 3514039 ,127441, 161226,
Vector Addition, 65536, 29895204, 7213680 ,777476, 525588,
Vector Addition, 65536, 67175149, 6521735 ,625659, 282680,
Vector Addition, 65536, 37836323, 5898214 ,527726, 298503,
Vector Addition, 65536, 35768612, 5918314 ,539700, 300214,
Vector Addition, 65536, 64018202, 5963217 ,555096, 301069,
Vector Addition, 65536, 43164046, 5780182 ,523021, 320313,
Vector Addition, 65536, 32307604, 5199853 ,531575, 328439,
Vector Addition, 65536, 33074388, 6880537 ,712045, 548681,
Vector Addition, 65536, 1306490301, 6322876 ,555095, 251461,
Vector Addition, 65536, 41490633, 6747108 ,606842, 268567,
Vector Addition, 65536, 45352783, 6170203 ,542266, 256166,
Vector Addition, 65536, 64887196, 6114606 ,511048, 331005,
Vector Addition, 65536, 66161179, 6004272 ,518745, 261297,
Vector Addition, 65536, 41417505, 6437485 ,653885, 261297,
Vector Addition, 65536, 47062119, 6833922 ,607698, 319886,
Vector Addition, 65536, 45295905, 6304914 ,647469, 256165,
Vector Addition, 65536, 59537235, 7322731 ,677406, 337847,
Vector Addition, 65536, 46134536, 7215391 ,846329, 420812,
Vector Addition, 65536, 52315002, 6314322 ,624804, 341268,
Vector Addition, 65536, 44117288, 8283673 ,695794, 477263,
Vector Addition, 65536, 34890210, 6414394 ,597433, 373343,
Vector Addition, 65536, 47272525, 7807264 ,811261, 404561,
Vector Addition, 65536, 48507592, 6545256 ,658161, 1596007,
Vector Addition, 65536, 40420641, 8275546 ,736422, 325017,
Vector Addition, 65536, 46496331, 6416104 ,635922, 345973,
Vector Addition, 65536, 45840737, 7311614 ,744974, 335709,
Vector Addition, 65536, 44764329, 6528577 ,634211, 334853,
Vector Addition, 65536, 41229765, 7675974 ,685103, 387028,
Vector Addition, 65536, 65265669, 7529289 ,843763, 420384,
Vector Addition, 65536, 50292622, 7705055 ,840769, 324162,
Vector Addition, 65536, 44743375, 6690231 ,669279, 357519,
Vector Addition, 65536, 38464549, 6304058 ,608125, 331005,
Vector Addition, 65536, 51474233, 7597714 ,760370, 357947,
Vector Addition, 65536, 42342949, 7647749 ,685103, 309622,
Vector Addition, 65536, 40609236, 6911756 ,652173, 389593,
Vector Addition, 65536, 51306592, 7317172 ,637633, 367355,
Vector Addition, 65536, 48153921, 7888519 ,741981, 411404,
Vector Addition, 65536, 34374887, 6304486 ,656450, 1540840,
Vector Addition, 65536, 31356927, 5972626 ,573485, 331433,
Vector Addition, 65536, 34403539, 6989162 ,622237, 340413,
Vector Addition, 65536, 25903473, 6949817 ,566215, 1042622,
Vector Addition, 65536, 97784534, 14985022 ,3784316, 582466,
Vector Addition, 65536, 66536232, 6807408 ,668852, 326300,
Vector Addition, 65536, 55804663, 6985313 ,761225, 312187,
Vector Addition, 65536, 17023224, 21814240 ,927155, 586743,
Vector Addition, 65536, 79909423, 11840475 ,919886, 867711,
Vector Addition, 65536, 100966285, 16924435 ,1295794, 704775,
Vector Addition, 65536, 27001692, 22122578 ,1581895, 462295,
Vector Addition, 65536, 43360341, 23829776 ,3331003, 405417,
Vector Addition, 65536, 80305431, 6768063 ,624376, 366928,
Vector Addition, 65536, 30836899, 7029361 ,704775, 367355,
Vector Addition, 65536, 40213657, 8042048 ,1283819, 484961,
Vector Addition, 65536, 39605532, 8685667 ,822808, 372060,
Vector Addition, 65536, 44787851, 7592582 ,670135, 325873,
Vector Addition, 65536, 40820498, 6932283 ,656450, 351960,
Vector Addition, 65536, 37485219, 7139267 ,889522, 347684,
Vector Addition, 65536, 35296482, 5955947 ,557662, 348966,
Vector Addition, 65536, 57474656, 6735990 ,635067, 426372,
Vector Addition, 65536, 40362480, 7787165 ,594868, 447327,
Vector Addition, 65536, 25811956, 7509616 ,697933, 593585,
Vector Addition, 65536, 81229593, 13415102 ,3491373, 3111616,
Vector Addition, 65536, 87522104, 10130285 ,694939, 558517,
Vector Addition, 65536, 43707167, 6787736 ,710334, 333143,
Vector Addition, 65536, 39570890, 7621236 ,682109, 561510,
Vector Addition, 65536, 30356214, 7111471 ,727013, 341268,
Vector Addition, 65536, 40359486, 7488662 ,665858, 321169,
Vector Addition, 65536, 46297473, 7205981 ,923307, 343834,
Vector Addition, 65536, 42353641, 6992155 ,745402, 327156,
Vector Addition, 65536, 46315434, 6310900 ,613257, 342552,
Vector Addition, 65536, 48129545, 7464714 ,674411, 336991,
Vector Addition, 65536, 40498475, 7350530 ,820669, 449038,
Vector Addition, 65536, 48890771, 7807692 ,803991, 412687,
Vector Addition, 65536, 62303305, 7090515 ,604704, 335709,
Vector Addition, 65536, 37878662, 6869418 ,684247, 463578,
Vector Addition, 65536, 52461688, 7286382 ,796293, 343834,
Vector Addition, 65536, 49448433, 6424657 ,639344, 333998,
Vector Addition, 65536, 45990844, 7530572 ,729579, 330150,
Vector Addition, 65536, 41290492, 8106195 ,806985, 525160,
Vector Addition, 65536, 47586851, 8296502 ,738987, 417391,
Vector Addition, 65536, 49282074, 9236487 ,867283, 540128,
Vector Addition, 65536, 61985558, 9410114 ,840342, 334854,
Vector Addition, 65536, 51733820, 9074406 ,978474, 443050,
Vector Addition, 65536, 72469514, 9051312 ,746685, 400285,
Vector Addition, 65536, 71971296, 9318169 ,960940, 381040,
Vector Addition, 65536, 60699600, 10085809 ,1001140, 507198,
Vector Addition, 65536, 54665393, 8525296 ,858303, 539700,
Vector Addition, 65536, 65859255, 8852452 ,1033214, 890377,
Vector Addition, 65536, 51100462, 14657009 ,3648323, 419957,
Vector Addition, 65536, 69912994, 12218522 ,1015253, 399429,
Vector Addition, 65536, 50058695, 9582033 ,1091802, 435353,
Vector Addition, 65536, 55229896, 10676399 ,1258161, 564932,
Vector Addition, 65536, 70004940, 9619665 ,921168, 424233,
Vector Addition, 65536, 56200245, 8696787 ,854881, 310478,
Vector Addition, 65536, 45778300, 7663144 ,720599, 352387,
Vector Addition, 65536, 52840589, 6644471 ,670990, 404989,
Vector Addition, 65536, 55164465, 6960936 ,740270, 328866,
Vector Addition, 65536, 50235317, 7088805 ,641054, 335709,
Vector Addition, 65536, 33571322, 7397144 ,683392, 325018,
Vector Addition, 65536, 50428189, 7270986 ,745402, 325445,
Vector Addition, 65536, 41782294, 7133708 ,641482, 322452,
Vector Addition, 131072, 32775886, 12997710 ,900213, 691090,
Vector Addition, 131072, 20918303, 14364066 ,1052031, 1003705,
Vector Addition, 131072, 38659559, 14408970 ,1356521, 788168,
Vector Addition, 131072, 24681665, 14424794 ,945117, 811688,
Vector Addition, 131072, 25225213, 18222796 ,949821, 648325,
Vector Addition, 131072, 38775026, 13486946 ,990449, 626514,
Vector Addition, 131072, 37059275, 13289371 ,885673, 644475,
Vector Addition, 131072, 46258128, 13020376 ,897647, 645759,
Vector Addition, 131072, 42324133, 12807830 ,944690, 741553,
Vector Addition, 131072, 29425211, 14477395 ,905345, 651745,
Vector Addition, 131072, 29983301, 13037054 ,845046, 708196,
Vector Addition, 131072, 36129554, 14065991 ,1114469, 708196,
Vector Addition, 131072, 39254427, 12895073 ,845901, 824518,
Vector Addition, 131072, 45629476, 13015243 ,863863, 798431,
Vector Addition, 131072, 49096473, 16336838 ,1107626, 765930,
Vector Addition, 131072, 28612239, 13986875 ,877120, 699643,
Vector Addition, 131072, 31594275, 15890367 ,1200854, 914753,
Vector Addition, 131072, 33825777, 14538122 ,963934, 889522,
Vector Addition, 131072, 31765338, 13530140 ,965217, 657305,
Vector Addition, 131072, 24128707, 14909327 ,1003705, 797576,
Vector Addition, 131072, 53263111, 13409970 ,904917, 661154,
Vector Addition, 131072, 33862984, 14423938 ,954953, 683820,
Vector Addition, 131072, 28805967, 12727004 ,987883, 877547,
Vector Addition, 131072, 40433899, 14333703 ,1195723, 2598430,
Vector Addition, 131072, 37906031, 14127145 ,1117890, 727013,
Vector Addition, 131072, 39384434, 13927430 ,1357377, 741981,
Vector Addition, 131072, 37637892, 13208117 ,1064004, 673557,
Vector Addition, 131072, 48786850, 13835058 ,1036635, 670135,
Vector Addition, 131072, 33200118, 14051879 ,923734, 662864,
Vector Addition, 131072, 34433474, 13820518 ,1023805, 799287,
Vector Addition, 131072, 38556494, 14953802 ,1246614, 786457,
Vector Addition, 131072, 37762766, 13263712 ,845473, 811688,
Vector Addition, 131072, 27898911, 13690938 ,1151247, 693228,
Vector Addition, 131072, 63160326, 13701629 ,939558, 693228,
Vector Addition, 131072, 37916723, 14481672 ,1019101, 682964,
Vector Addition, 131072, 47656988, 14881956 ,980613, 671418,
Vector Addition, 131072, 39035895, 14080531 ,945117, 721026,
Vector Addition, 131072, 44675806, 15812533 ,1207270, 689380,
Vector Addition, 131072, 43428764, 14983311 ,1178188, 667142,
Vector Addition, 131072, 70141361, 15349383 ,1025943, 754382,
Vector Addition, 131072, 48879224, 13692649 ,1283819, 697077,
Vector Addition, 131072, 44914864, 14610823 ,891233, 680398,
Vector Addition, 131072, 48842017, 13752093 ,1002850, 742408,
Vector Addition, 131072, 43748650, 14999134 ,1355666, 681681,
Vector Addition, 131072, 47563332, 16168341 ,1374055, 768924,
Vector Addition, 131072, 47063830, 14884095 ,1518174, 722737,
Vector Addition, 131072, 42596121, 14757937 ,951104, 694511,
Vector Addition, 131072, 47334535, 15337836 ,1227797, 928010,
Vector Addition, 131072, 46190986, 14500489 ,953670, 677833,
Vector Addition, 131072, 40891489, 13624653 ,1044332, 789878,
Vector Addition, 131072, 50616785, 15930565 ,999002, 700499,
Vector Addition, 131072, 65225470, 15673973 ,971632, 690234,
Vector Addition, 131072, 39831761, 13582742 ,912187, 573913,
Vector Addition, 131072, 33288216, 13796142 ,922451, 2305059,
Vector Addition, 131072, 1317345889, 15385306 ,1055452, 718459,
Vector Addition, 131072, 70320548, 14527431 ,1334710, 777904,
Vector Addition, 131072, 36054714, 13212393 ,1133285, 788167,
Vector Addition, 131072, 42822779, 14686091 ,1291945, 685959,
Vector Addition, 131072, 35113019, 14117737 ,1054597, 655595,
Vector Addition, 131072, 37752076, 15417808 ,910049, 665003,
Vector Addition, 131072, 32446591, 13430497 ,1125159, 772772,
Vector Addition, 131072, 46774308, 14172904 ,945973, 675695,
Vector Addition, 131072, 34341102, 14374331 ,1103349, 686386,
Vector Addition, 131072, 38356779, 13826077 ,1062722, 786457,
Vector Addition, 131072, 43083647, 13561786 ,999002, 841197,
Vector Addition, 131072, 38932403, 12614103 ,935281, 718460,
Vector Addition, 131072, 43100754, 13625507 ,1086243, 653884,
Vector Addition, 131072, 53148073, 18973330 ,1004988, 670990,
Vector Addition, 131072, 33687646, 13543398 ,841197, 748824,
Vector Addition, 131072, 38814797, 13179035 ,980612, 663292,
Vector Addition, 131072, 62313570, 12671837 ,942551, 737705,
Vector Addition, 131072, 51413077, 13379179 ,1024660, 656877,
Vector Addition, 131072, 36642312, 13984737 ,1120027, 656878,
Vector Addition, 131072, 11101916, 20120300 ,2054025, 1137562,
Vector Addition, 131072, 96036709, 13489941 ,1016107, 864718,
Vector Addition, 131072, 2870846, 23218657 ,3344688, 913898,
Vector Addition, 131072, 77850692, 13371908 ,840769, 2057874,
Vector Addition, 131072, 40044305, 14315742 ,1110191, 729152,
Vector Addition, 131072, 19358218, 20554796 ,1684532, 981040,
Vector Addition, 131072, 79494598, 13497638 ,945117, 639344,
