Operation, Size, OpenCL Overhead, GPU Data Trans, GPU Ex, CPU Ex,
Matrix Transpose, 128, 41780584, 2441053 ,109052, 68853,
Matrix Transpose, 128, 38935396, 2485103 ,119315, 79971,
Matrix Transpose, 128, 36550365, 2598858 ,124020, 88524,
Matrix Transpose, 128, 54221059, 2730148 ,128724, 75695,
Matrix Transpose, 128, 36350224, 2130148 ,100499, 107769,
Matrix Transpose, 128, 36944663, 2204989 ,150534, 59444,
Matrix Transpose, 128, 34172177, 2709193 ,131717, 94939,
Matrix Transpose, 128, 36694486, 2966213 ,239059, 59872,
Matrix Transpose, 128, 34767473, 2137846 ,145830, 90235,
Matrix Transpose, 128, 36039746, 2381609 ,107769, 103064,
Matrix Transpose, 128, 30805253, 2113469 ,143265, 83393,
Matrix Transpose, 128, 39769324, 2342265 ,114184, 82110,
Matrix Transpose, 128, 36317722, 2882820 ,258303, 73129,
Matrix Transpose, 128, 36333545, 2756236 ,155238, 66714,
Matrix Transpose, 128, 39616223, 3155665 ,175766, 65859,
Matrix Transpose, 128, 40350506, 2503918 ,138133, 56450,
Matrix Transpose, 128, 40851290, 2645899 ,121882, 56023,
Matrix Transpose, 128, 33598693, 2122022 ,124875, 54313,
Matrix Transpose, 128, 39606815, 3431074 ,128297, 76550,
Matrix Transpose, 128, 37966759, 2376904 ,123593, 89808,
Matrix Transpose, 128, 60014925, 2407696 ,117177, 77405,
Matrix Transpose, 128, 37991563, 2459870 ,112901, 87242,
Matrix Transpose, 128, 39601683, 2498787 ,130862, 93657,
Matrix Transpose, 128, 34664408, 2452600 ,114184, 57733,
Matrix Transpose, 128, 38618931, 3107768 ,198431, 71846,
Matrix Transpose, 128, 42011089, 2031360 ,109052, 54740,
Matrix Transpose, 128, 38393986, 2389307 ,112473, 62437,
Matrix Transpose, 128, 39885218, 2161795 ,125303, 55168,
Matrix Transpose, 128, 38838746, 2027511 ,95367, 82965,
Matrix Transpose, 128, 46851713, 3091515 ,133856, 76978,
Matrix Transpose, 128, 45609803, 2349963 ,125730, 56878,
Matrix Transpose, 128, 41560768, 1999287 ,101781, 73984,
Matrix Transpose, 128, 41594126, 2209264 ,109480, 97077,
Matrix Transpose, 128, 32189142, 3336990 ,166785, 53884,
Matrix Transpose, 128, 40167897, 2121595 ,100071, 90663,
Matrix Transpose, 128, 36928413, 2252030 ,115895, 103065,
Matrix Transpose, 128, 37722567, 2546256 ,127441, 66286,
Matrix Transpose, 128, 32119008, 2143406 ,105203, 97933,
Matrix Transpose, 128, 41441026, 2535564 ,154384, 92374,
Matrix Transpose, 128, 35398692, 2410690 ,124875, 176194,
Matrix Transpose, 128, 47722417, 2514610 ,124875, 77833,
Matrix Transpose, 128, 60366030, 4285528 ,161654, 76978,
Matrix Transpose, 256, 50832750, 5534707 ,275410, 387028,
Matrix Transpose, 256, 48517000, 5066854 ,214682, 814255,
Matrix Transpose, 256, 55641728, 5510332 ,265573, 648325,
Matrix Transpose, 256, 44170318, 5507765 ,247185, 418246,
Matrix Transpose, 256, 40821781, 5257161 ,245473, 1518602,
Matrix Transpose, 256, 50057413, 5588593 ,275409, 410121,
Matrix Transpose, 256, 37607955, 6325869 ,320741, 564932,
Matrix Transpose, 256, 40308596, 5002704 ,211262, 612401,
Matrix Transpose, 256, 50234462, 6802276 ,351532, 384889,
Matrix Transpose, 256, 35356354, 5032214 ,230078, 676550,
Matrix Transpose, 256, 45854422, 6602135 ,287811, 770633,
Matrix Transpose, 256, 43202108, 5305912 ,245046, 390021,
Matrix Transpose, 256, 41097192, 5780181 ,251461, 425945,
Matrix Transpose, 256, 48984427, 6377188 ,312615, 343407,
Matrix Transpose, 256, 49829901, 5400423 ,211689, 594868,
Matrix Transpose, 256, 25037474, 7227364 ,319031, 448610,
Matrix Transpose, 256, 51333962, 5771201 ,263435, 378047,
Matrix Transpose, 256, 50182715, 5199426 ,231789, 585459,
Matrix Transpose, 256, 59763464, 5126725 ,224091, 381896,
Matrix Transpose, 256, 47936245, 5075834 ,214255, 518746,
Matrix Transpose, 256, 48363472, 6081250 ,268567, 386600,
Matrix Transpose, 256, 38814369, 5460296 ,255737, 1156806,
Matrix Transpose, 256, 46498470, 5428221 ,255738, 414825,
Matrix Transpose, 256, 43603248, 5434636 ,247184, 590591,
Matrix Transpose, 256, 48407949, 5596717 ,250606, 356236,
Matrix Transpose, 256, 51182573, 4856874 ,213400, 390876,
Matrix Transpose, 256, 40413371, 6237772 ,222808, 604704,
Matrix Transpose, 256, 36354501, 4796148 ,215965, 601283,
Matrix Transpose, 256, 52005807, 5196005 ,205274, 419101,
Matrix Transpose, 256, 42809948, 6233068 ,245901, 599572,
Matrix Transpose, 256, 54964750, 9589730 ,458873, 395152,
Matrix Transpose, 256, 38021070, 5556518 ,304918, 425517,
Matrix Transpose, 256, 47369175, 5719882 ,238631, 346828,
Matrix Transpose, 256, 48620920, 6332283 ,235638, 342551,
Matrix Transpose, 256, 37610522, 8685667 ,259587, 472986,
Matrix Transpose, 256, -1186003716, 6197145 ,215965, 295937,
Matrix Transpose, 256, 33204824, 4318457 ,183036, 359230,
Matrix Transpose, 256, 38019788, 4896219 ,183036, 307056,
Matrix Transpose, 256, 37516865, 4330860 ,233927, 321169,
Matrix Transpose, 256, 46562619, 4313325 ,150535, 263436,
Matrix Transpose, 256, 28885510, 4043047 ,159515, 289095,
Matrix Transpose, 256, 33493063, 4291515 ,171062, 327156,
Matrix Transpose, 256, 35290496, 4164074 ,245474, 342124,
Matrix Transpose, 256, 31298339, 4359084 ,158233, 328011,
Matrix Transpose, 256, 29757498, 4226939 ,158232, 299786,
Matrix Transpose, 256, 33219791, 4376191 ,171917, 354098,
Matrix Transpose, 256, 46474521, 4636205 ,188168, 381468,
Matrix Transpose, 256, 52185850, 5058300 ,232644, 320741,
Matrix Transpose, 256, 38576166, 4668279 ,204847, 365644,
Matrix Transpose, 256, 46093054, 4621237 ,200570, 281825,
Matrix Transpose, 256, 33322856, 5071557 ,242908, 279686,
Matrix Transpose, 256, 36486217, 4770061 ,211261, 342979,
Matrix Transpose, 256, 34936398, 4473695 ,206130, 302352,
Matrix Transpose, 256, 34502328, 4556661 ,194583, 312616,
Matrix Transpose, 256, 35992276, 7519453 ,322024, 433214,
Matrix Transpose, 256, 38373458, 4333425 ,194155, 297648,
Matrix Transpose, 256, 36017936, 5042905 ,243335, 295937,
Matrix Transpose, 256, 36947230, 4450175 ,234355, 283963,
Matrix Transpose, 256, 36821927, 4729861 ,210834, 1722166,
Matrix Transpose, 256, 53621059, 4582749 ,201425, 466571,
Matrix Transpose, 256, 36234757, 4487381 ,231789, 464861,
Matrix Transpose, 256, 47210087, 4607124 ,207412, 435781,
Matrix Transpose, 256, 35628342, 4423234 ,202708, 416536,
Matrix Transpose, 256, 32811380, 4223090 ,206558, 385744,
Matrix Transpose, 256, 34298335, 5467565 ,295082, 436635,
Matrix Transpose, 256, 25682377, 5050602 ,235210, 310050,
Matrix Transpose, 256, 41301610, 4343689 ,185175, 430221,
Matrix Transpose, 256, 37236324, 4352669 ,208268, 307056,
Matrix Transpose, 256, 33728700, 4279113 ,180470, 422951,
Matrix Transpose, 256, 34343239, 4777331 ,266001, 2119456,
Matrix Transpose, 256, 35697194, 8707478 ,295937, 545687,
Matrix Transpose, 256, 47044157, 4466426 ,201425, 374625,
Matrix Transpose, 256, 49344941, 5098927 ,209551, 338275,
Matrix Transpose, 256, 45103461, 4729861 ,230934, 522166,
Matrix Transpose, 256, 27731271, 5012541 ,206129, 504205,
Matrix Transpose, 256, 45848435, 5193438 ,256593, 337847,
Matrix Transpose, 256, 39379730, 4982605 ,230933, 535424,
Matrix Transpose, 256, 44851999, 4688806 ,202708, 397719,
Matrix Transpose, 256, 38078376, 5053168 ,260442, 352388,
Matrix Transpose, 256, 42177019, 5430359 ,254455, 540128,
Matrix Transpose, 256, 41564190, 6880965 ,216821, 377619,
Matrix Transpose, 256, 43399257, 5942690 ,250178, 313043,
Matrix Transpose, 256, 49216643, 4714894 ,197576, 422095,
Matrix Transpose, 256, 51640590, 4755093 ,212544, 587170,
Matrix Transpose, 256, 36006388, 4523305 ,203991, 401568,
Matrix Transpose, 256, 42207811, 5021949 ,212117, 527726,
Matrix Transpose, 256, 40175168, 4827366 ,200143, 365217,
Matrix Transpose, 256, 44528265, 7059724 ,275410, 538417,
Matrix Transpose, 256, 42442594, 4864144 ,196722, 425089,
Matrix Transpose, 256, 39536251, 4668707 ,201425, 522594,
Matrix Transpose, 256, 41908024, 5080965 ,226230, 394298,
Matrix Transpose, 256, 44670674, 6880964 ,268140, 539272,
Matrix Transpose, 256, 44822064, 5160509 ,278403, 360513,
Matrix Transpose, 256, 56830608, 5018100 ,228796, 360085,
Matrix Transpose, 256, 42887781, 4994152 ,223664, 360941,
Matrix Transpose, 256, 43388136, 4681537 ,215110, 532002,
Matrix Transpose, 256, 36701328, 6422091 ,295937, 422523,
Matrix Transpose, 256, 47438455, 5680110 ,256165, 493941,
Matrix Transpose, 256, 41533399, 5025371 ,203136, 341696,
Matrix Transpose, 256, 43374025, 4926582 ,198004, 492659,
Matrix Transpose, 512, 34302184, 20263137 ,1578473, 2499215,
Matrix Transpose, 512, 39118861, 16498491 ,1450605, 1567782,
Matrix Transpose, 512, 39106458, 18307898 ,1386457, 2383748,
Matrix Transpose, 512, 54680360, 16764920 ,1350534, 1942836,
Matrix Transpose, 512, 36516154, 16488228 ,1397576, 1625516,
Matrix Transpose, 512, 42857846, 16485234 ,1448039, 6437486,
Matrix Transpose, 512, 38287500, 16711464 ,1351389, 2572344,
Matrix Transpose, 512, 39753927, 17796852 ,1426228, 1911189,
Matrix Transpose, 512, 38830194, 15268129 ,1267141, 4489092,
Matrix Transpose, 512, 27299340, 18142823 ,1498075, 3840340,
Matrix Transpose, 512, 23022364, 16605405 ,1271418, 2158373,
Matrix Transpose, 512, 1286319111, 22523720 ,1445900, 2295223,
Matrix Transpose, 512, 32004824, 16432632 ,1643477, 2527439,
Matrix Transpose, 512, 36589710, 17100202 ,1456164, 1748680,
Matrix Transpose, 512, 34037039, 18080386 ,1460441, 1924019,
Matrix Transpose, 512, 39703892, 17235340 ,1501068, 2476549,
Matrix Transpose, 512, 44021065, 16823938 ,1610547, 5766496,
Matrix Transpose, 512, 37101186, 17710464 ,1421525, 1853028,
Matrix Transpose, 512, 34431765, 18490079 ,1406557, 1469422,
Matrix Transpose, 512, 29805396, 21350234 ,1556663, 1816677,
Matrix Transpose, 512, 45577729, 16461714 ,1538701, 2677118,
Matrix Transpose, 512, 46402676, 18466131 ,1980469, 2060441,
Matrix Transpose, 512, 25615662, 17122440 ,1641767, 1512187,
Matrix Transpose, 512, 39758204, 16611820 ,1496364, 2931573,
Matrix Transpose, 512, 37470680, 17698490 ,1761510, 1736706,
Matrix Transpose, 512, 34427916, 17691648 ,1448467, 2538131,
Matrix Transpose, 512, 33043596, 17715169 ,1821809, 1613541,
Matrix Transpose, 512, 43599827, 17182311 ,1598146, 4669135,
Matrix Transpose, 512, 35762626, 19686229 ,1700783, 2330290,
Matrix Transpose, 512, 46812369, 17912746 ,1579329, 2638202,
Matrix Transpose, 512, 29464556, 21037191 ,1497647, 1471133,
Matrix Transpose, 512, 28366337, 18073971 ,1853028, 2498786,
Matrix Transpose, 512, 43230333, 16991149 ,1457020, 1922308,
Matrix Transpose, 512, 31885937, 17797706 ,1479258, 3189877,
Matrix Transpose, 512, 43853425, 18026074 ,1581040, 2674553,
Matrix Transpose, 512, 59425190, 18342965 ,1453599, 7094792,
Matrix Transpose, 512, 43084930, 18389153 ,1646043, 3383176,
Matrix Transpose, 512, 40755495, 18398989 ,1873983, 2294368,
Matrix Transpose, 512, 51805666, 21543534 ,1533142, 2388879,
Matrix Transpose, 512, 59348639, 19359930 ,1567782, 1714896,
Matrix Transpose, 512, 58298320, 18800557 ,1925302, 3593583,
Matrix Transpose, 512, 49109302, 18948526 ,1569920, 2147682,
Matrix Transpose, 512, 42998117, 17784876 ,1455737, 1806841,
Matrix Transpose, 512, 48046580, 19535695 ,1705060, 2005273,
Matrix Transpose, 512, 41547940, 18549523 ,1408267, 1887241,
Matrix Transpose, 512, 45115434, 17662140 ,1524161, 2669848,
Matrix Transpose, 512, 57513573, 20296921 ,1543833, 5379469,
Matrix Transpose, 512, 46280365, 18795853 ,1476264, 1678544,
Matrix Transpose, 512, 55283353, 18103480 ,1451032, 3385742,
Matrix Transpose, 512, 38659560, 22008395 ,1642194, 2888380,
Matrix Transpose, 512, 48191127, 18600843 ,1467283, 1792729,
Matrix Transpose, 512, 49674662, 19018661 ,1568210, 1838488,
Matrix Transpose, 512, 39141525, 18989580 ,1489949, 3097931,
Matrix Transpose, 512, 46418925, 17747243 ,1580612, 2879400,
Matrix Transpose, 512, 53523981, 18513601 ,1637062, 5305057,
Matrix Transpose, 512, 40902180, 18842895 ,1703776, 1888951,
Matrix Transpose, 512, 41649292, 19772189 ,1809407, 2435066,
Matrix Transpose, 512, 43564332, 21500340 ,1744832, 2608266,
Matrix Transpose, 512, 34987715, 19121298 ,1909478, 3147111,
Matrix Transpose, 512, 50135245, 17918733 ,1487383, 2980325,
Matrix Transpose, 512, 36623923, 18431491 ,1484389, 2941409,
Matrix Transpose, 512, 43839313, 18413529 ,1732857, 3284815,
Matrix Transpose, 512, 46984286, 18773614 ,1623805, 1915465,
Matrix Transpose, 512, 47550501, 17212675 ,1687953, 1506627,
Matrix Transpose, 512, 34873104, 17841755 ,1548966, 3280112,
Matrix Transpose, 512, 33613234, 17365347 ,1316749, 4601137,
Matrix Transpose, 512, 34022498, 17036053 ,1394155, 2503918,
Matrix Transpose, 512, 34066975, 17565917 ,1755523, 1965501,
Matrix Transpose, 512, 34128130, 19433913 ,1721738, 1931717,
Matrix Transpose, 512, 37796980, 17579602 ,1945829, 2619386,
Matrix Transpose, 512, 35261414, 17066417 ,1513470, 2620669,
Matrix Transpose, 512, 28510458, 18227072 ,1593869, 2427796,
Matrix Transpose, 512, 36806958, 17929424 ,1388167, 1579329,
Matrix Transpose, 512, 31363770, 17597136 ,1746542, 5277260,
Matrix Transpose, 512, 35089925, 17987157 ,1572915, 2079257,
Matrix Transpose, 512, 47732254, 17802411 ,1727725, 1705914,
Matrix Transpose, 512, 31605394, 20559501 ,1867996, 2067283,
Matrix Transpose, 512, 40193557, 17765632 ,1495509, 2470561,
Matrix Transpose, 512, 31208103, 18383166 ,1530576, 2457304,
Matrix Transpose, 512, 35479946, 19292360 ,1418958, 2481253,
Matrix Transpose, 512, 41198545, 17084807 ,1757233, 1969778,
Matrix Transpose, 512, 37824777, 17617236 ,1513042, 2440198,
Matrix Transpose, 512, 36946801, 17951662 ,1589165, 1912900,
Matrix Transpose, 512, 40019501, 17653159 ,1573342, 1452743,
Matrix Transpose, 512, 32234474, 16576753 ,1359086, 4464288,
Matrix Transpose, 512, 64638300, 17750664 ,1524161, 1791445,
Matrix Transpose, 512, 36829624, 19639188 ,1504489, 1686243,
Matrix Transpose, 512, 25878670, 20034341 ,1900925, 1790163,
Matrix Transpose, 512, 42168466, 16800417 ,1403562, 2679257,
Matrix Transpose, 512, 26259284, 17027500 ,1588737, 2580041,
Matrix Transpose, 512, 30294633, 19085374 ,1509194, 2016820,
Matrix Transpose, 512, 32744239, 17222083 ,1374482, 1726442,
Matrix Transpose, 512, 36552932, 17484664 ,1491659, 4939840,
Matrix Transpose, 512, 32039037, 17009539 ,1508766, 2600569,
Matrix Transpose, 512, 38739958, 17742539 ,1583606, 1483534,
Matrix Transpose, 512, 31291923, 19953087 ,1401852, 1601567,
Matrix Transpose, 512, 39052574, 17754086 ,1431788, 3095365,
Matrix Transpose, 512, 28820079, 17503053 ,1759371, 2074981,
Matrix Transpose, 512, 50522700, 18193715 ,1682394, 3078258,
Matrix Transpose, 512, 45860838, 18806971 ,1702066, 1856021,
Matrix Transpose, 1024, 30890355, 68334521 ,8752381, 20122865,
Matrix Transpose, 1024, 37675525, 67973152 ,8919167, 16421086,
Matrix Transpose, 1024, 32266121, 63346783 ,8679252, 31565195,
Matrix Transpose, 1024, 25242321, 64041294 ,9163785, 18528569,
Matrix Transpose, 1024, 34885079, 65601806 ,9313465, 20161782,
Matrix Transpose, 1024, 31565623, 69806935 ,8526153, 12366919,
Matrix Transpose, 1024, 29163486, 63525971 ,8906337, 15884807,
Matrix Transpose, 1024, 16774756, 88502289 ,8686523, 13637053,
Matrix Transpose, 1024, 76792676, 63243717 ,9056017, 11302487,
Matrix Transpose, 1024, 73228172, 65402947 ,8801134, 38833186,
Matrix Transpose, 1024, 79034869, 66354479 ,8915318, 31596414,
Matrix Transpose, 1024, 39198832, 70836727 ,9018811, 19614384,
Matrix Transpose, 1024, 36658990, 67185840 ,9436201, 15135129,
Matrix Transpose, 1024, 34905606, 69638439 ,8736558, 8522303,
Matrix Transpose, 1024, 84536219, 62405943 ,9295930, 9130856,
Matrix Transpose, 1024, 33956212, 78210779 ,9700919, 13012250,
Matrix Transpose, 1024, 29142104, 58914569 ,9123586, 19853871,
Matrix Transpose, 1024, 27062846, 60550776 ,8127578, 10870127,
Matrix Transpose, 1024, 21241610, 63694039 ,8496644, 13044752,
Matrix Transpose, 1024, 26637758, 65445712 ,9171056, 27916017,
Matrix Transpose, 1024, 23521865, 55450993 ,7372340, 10775616,
Matrix Transpose, 1024, 1280159173, 53143797 ,7495932, 12895928,
Matrix Transpose, 1024, 25493780, 52478794 ,7924442, 6400708,
Matrix Transpose, 1024, 20095496, 60779571 ,8619809, 7655875,
Matrix Transpose, 1024, 14737837, 51938238 ,7623801, 8130571,
Matrix Transpose, 1024, 21798845, 56282782 ,7760650, 7152525,
Matrix Transpose, 1024, 38963194, 60002523 ,8854163, 14071978,
Matrix Transpose, 1024, 27194564, 60082495 ,8540692, 15377181,
Matrix Transpose, 1024, 35012947, 57940373 ,8187877, 7610971,
Matrix Transpose, 1024, 23100198, 59328538 ,8176331, 8543258,
Matrix Transpose, 1024, 25368906, 56360188 ,8622802, 8166495,
Matrix Transpose, 1024, 30550371, 56102311 ,8506053, 8506052,
Matrix Transpose, 1024, 6219811, 70137940 ,9103486, 12188587,
Matrix Transpose, 1024, 73514275, 61079786 ,8580892, 10243186,
Matrix Transpose, 1024, 44058273, 63883061 ,9179609, 10270128,
Matrix Transpose, 1024, 60836878, 73221330 ,8684385, 11435915,
Matrix Transpose, 1024, 31457854, 62733954 ,10333848, 9824940,
Matrix Transpose, 1024, 34472392, 64111430 ,9339979, 9645753,
Matrix Transpose, 1024, 47929402, 66417771 ,8442332, 8917883,
Matrix Transpose, 1024, 34100759, 61452273 ,8597998, 14848599,
Matrix Transpose, 1024, 35374315, 75533660 ,9020093, 22006684,
Matrix Transpose, 1024, 32504752, 61099458 ,8633066, 8959366,
Matrix Transpose, 1024, 37148227, 62104446 ,8391869, 14792149,
Matrix Transpose, 1024, 72603798, 73651978 ,8800707, 15238193,
Matrix Transpose, 1024, 43796547, 62198530 ,8822517, 12169342,
Matrix Transpose, 1024, 69078640, 64350488 ,8507336, 45322420,
Matrix Transpose, 1024, 41106600, 69411782 ,9237770, 9155660,
Matrix Transpose, 1024, 30886507, 63295892 ,18759074, 9025225,
Matrix Transpose, 1024, 45332683, 76512134 ,8461148, 15271977,
Matrix Transpose, 1024, 44723275, 63314709 ,8811398, 9442616,
Matrix Transpose, 1024, 46874807, 60991688 ,8243473, 21424218,
Matrix Transpose, 1024, 12901488, 67950914 ,8900350, 13271836,
Matrix Transpose, 1024, 91279478, 63448993 ,8935845, 14648457,
Matrix Transpose, 1024, 32525279, 62639443 ,9125296, 11467989,
Matrix Transpose, 1024, 37409951, 57406232 ,8367492, 12721872,
Matrix Transpose, 1024, 31165339, 60110720 ,8677542, 8528718,
Matrix Transpose, 1024, 41261838, 60358332 ,8503487, 9282246,
Matrix Transpose, 1024, 36776594, 69827891 ,8354662, 8105340,
Matrix Transpose, 1024, 29196415, 75327103 ,8950813, 14174616,
Matrix Transpose, 1024, 25080666, 77995668 ,9052595, 10990299,
Matrix Transpose, 1024, 39578588, 73223042 ,17941826, 13454017,
Matrix Transpose, 1024, 29220791, 91156315 ,24368193, 16082383,
Matrix Transpose, 1024, 95599220, 68317842 ,9239908, 10975759,
Matrix Transpose, 1024, 49580150, 88180265 ,10377042, 12326292,
Matrix Transpose, 1024, 39339530, 66418627 ,9714177, 13485237,
Matrix Transpose, 1024, 48493479, 65382847 ,8478255, 9780463,
Matrix Transpose, 1024, 63346783, 58533529 ,8756230, 9157798,
Matrix Transpose, 1024, 26099340, 64854694 ,10802558, 30962202,
Matrix Transpose, 1024, 42795837, 63604231 ,9368632, 16058007,
Matrix Transpose, 1024, 11032209, 63798386 ,9216815, 14479961,
Matrix Transpose, 1024, 35698477, 92596228 ,9539266, 15237765,
Matrix Transpose, 1024, 124723789, 155341300 ,14636056, 16726431,
Matrix Transpose, 1024, 50155774, 128056929 ,9665425, 47591555,
Matrix Transpose, 1024, 19568626, 82034866 ,12633776, 13253876,
Matrix Transpose, 1024, 71980704, 68231028 ,9363072, 13406548,
Matrix Transpose, 1024, 22836334, 77076211 ,9051312, 14281957,
Matrix Transpose, 1024, 36271535, 73799092 ,27153509, 25964201,
Matrix Transpose, 1024, 76090038, 102151318 ,9215959, 15511037,
Matrix Transpose, 1024, 62686912, 70197385 ,8786593, 14934558,
Matrix Transpose, 1024, 76888470, 69537085 ,8928575, 13109755,
Matrix Transpose, 1024, 54132107, 69388690 ,8736130, 23052300,
Matrix Transpose, 1024, 30316016, 72551624 ,11271267, 26742105,
Matrix Transpose, 1024, 41682650, 72472935 ,9618810, 15097923,
Matrix Transpose, 1024, 79060528, 76102441 ,9327149, 17320871,
Matrix Transpose, 1024, 18857862, 72840290 ,8891797, 13584025,
Matrix Transpose, 1024, 54581572, 72613633 ,8942688, 15202270,
Matrix Transpose, 1024, 40314583, 87842846 ,11099350, 14814388,
Matrix Transpose, 1024, 54674373, 69247135 ,9687662, 19530563,
Matrix Transpose, 1024, 29553934, 59831462 ,8843044, 12594004,
Matrix Transpose, 1024, 28066979, 58025903 ,8288804, 33500332,
Matrix Transpose, 1024, 46103317, 58953486 ,8474406, 7964641,
Matrix Transpose, 1024, 37409097, 58702024 ,8527436, 11331140,
Matrix Transpose, 1024, 41898616, 64701166 ,8770770, 8297357,
Matrix Transpose, 1024, 29454290, 57994685 ,8146394, 8534705,
Matrix Transpose, 1024, 57421627, 57962610 ,8836202, 11606122,
Matrix Transpose, 1024, 29663843, 59468382 ,8278968, 8521876,
Matrix Transpose, 1024, 35646304, 61897888 ,8717314, 11322586,
Matrix Transpose, 1024, 31988574, 59908011 ,8460721, 13053733,
Matrix Transpose, 1024, 31273963, 62335379 ,9523871, 11199850,
Matrix Transpose, 1024, 32049728, 61144362 ,8271697, 11933705,
ation, 512, -69705582, 121545031 ,1703349, 862553912,
Matrix Multiplication, 1024, -1191173206, 1362168808 ,9700492, 9088420179,
Matrix Multiplication, 1024, -1213453162, 1373426391 ,9370343, 13399666002,
Matrix Multiplication, 1024, -1254486205, 1361481140 ,9179608, 21444047581,
Matrix Multiplication, 1024, -1223147667, 1333586506 ,7633636, 8359018276,
Matrix Multiplication, 1024, -1234542098, 1377383908 ,13923155, 11177043495,
Matrix Multiplication, 1024, -1245668393, 1351111795 ,8663002, 27469870656,
Matrix Multiplication, 1024, -1220323008, 1347807735 ,8996572, 29961713356,
Matrix Multiplication, 1024, -2699982252, 2848030757 ,8773764, 27951308945,
Matrix Multiplication, 1024, -2741460055, 2858915852 ,8106623, 8024071402,
Matrix Multiplication, 1024, -1253556911, 1350349715 ,8406836, 27358622695,
Matrix Multiplication, 1024, -1188920750, 1347862902 ,7909474, 27362223548,
Matrix Multiplication, 1024, -1190064298, 1339864048 ,8519310, 17006635063,
Matrix Multiplication, 1024, -1218023509, 1340397334 ,8119880, 9627836046,
Matrix Multiplication, 1024, -459153201, 1350127335 ,8292652, 28341687569,
Matrix Multiplication, 1024, -1060271946, 1369225111 ,8161363, 8867974435,
Matrix Multiplication, 1024, -1190747691, 1333031837 ,8422232, 8825589148,
Matrix Multiplication, 1024, -455716567, 1357150707 ,9066280, 26950925765,
Matrix Multiplication, 1024, -1217429068, 1335088001 ,8462004, 10952614146,
Matrix Multiplication, 1024, -1230872822, 1366923474 ,8714320, 21170050057,
Matrix Multiplication, 1024, -938673031, 1335886432 ,8027934, 5910540192,
Matrix Multiplication, 1024, -1124906825, 1341446800 ,8480820, 24595075984,
Matrix Multiplication, 1024, -1195215399, 1341055067 ,9265567, 27910623585,
Matrix Multiplication, 1024, -1218715454, 1342069465 ,8668988, 26675916838,
Matrix Multiplication, 1024, -1228942816, 1350572095 ,8902916, 9352306662,
Matrix Multiplication, 1024, -1213376612, 1346931043 ,9083813, 28805858014,
Matrix Multiplication, 1024, -1207729432, 1344103818 ,8954234, 26314729498,
Matrix Multiplication, 1024, -1138696979, 1391032509 ,12866847, 19690688032,
Matrix Multiplication, 1024, -1221707754, 1359883421 ,8068134, 6684626026,
Matrix Multiplication, 1024, -1175463309, 1351887561 ,8690799, 29028884656,
Matrix Multiplication, 1024, -1217552233, 1344060624 ,8243900, 30172847346,
Matrix Multiplication, 1024, -1226935832, 1344693126 ,8160935, 27530105823,
Matrix Multiplication, 1024, -1218229638, 1337908384 ,8556943, 7714524223,
Matrix Multiplication, 1024, -1166198599, 1329222716 ,8428647, 12952565821,
Matrix Multiplication, 1024, -1217665562, 1334754003 ,8163073, 23540000042,
Matrix Multiplication, 1024, -1227538399, 1357110936 ,8698497, 21254383995,
Matrix Multiplication, 1024, -1204962506, 1330804611 ,7956516, 7605107481,
Matrix Multiplication, 1024, -1231794846, 1341025558 ,8668561, 30576873715,
Matrix Multiplication, 1024, -1170878425, 1345728478 ,8695931, 30844288778,
Matrix Multiplication, 1024, -1224131273, 1346875449 ,8201134, 26812821944,
Matrix Multiplication, 1024, -1188599153, 1345448364 ,8456444, 25105143617,
Matrix Multiplication, 1024, -1201996292, 1337343452 ,8702346, 7863709435,
Matrix Multiplication, 1024, -1202801566, 1335542170 ,8340978, 13939538603,
Matrix Multiplication, 1024, -1179031662, 1333465479 ,9477684, 8413037054,
Matrix Multiplication, 1024, -1220354653, 1341832115 ,9558511, 30349662901,
Matrix Multiplication, 1024, -1206732569, 1346153567 ,8512467, 29194642342,
Matrix Multiplication, 1024, -1191831795, 1341581082 ,9840335, 25646078513,
Matrix Multiplication, 1024, -1167231813, 1340325489 ,8177613, 21980365516,
Matrix Multiplication, 1024, -1221336977, 1335879162 ,8404270, 7470137084,
Matrix Multiplication, 1024, -1218142396, 1344830403 ,8408547, 21375856326,
Matrix Multiplication, 1024, -1197391306, 1336302112 ,9002987, 21629019794,
Matrix Multiplication, 1024, -1223689505, 1342405172 ,8703629, 23791215972,
Matrix Multiplication, 1024, -1204007124, 1347004599 ,8803273, 6294631009,
Matrix Multiplication, 1024, -1210746535, 1350178652 ,8140408, 22573238223,
Matrix Multiplication, 1024, -1179915196, 1345746867 ,8592011, 25867210643,
Matrix Multiplication, 1024, -1210172623, 1328697556 ,8565069, 8361333599,
Matrix Multiplication, 1024, -1183528879, 1339231547 ,9728717, 8738914227,
Matrix Multiplication, 1024, -2634529698, 2739026273 ,8328148, 28578091677,
Matrix Multiplication, 1024, -1214695500, 1344720924 ,8884954, 26568859039,
Matrix Multiplication, 1024, -1174612705, 1350238097 ,8659153, 26913591509,
Matrix Multiplication, 1024, -1231185864, 1339980798 ,8660436, 23807763644,
Matrix Multiplication, 1024, -1193185750, 1326475462 ,8166495, 28004097787,
Matrix Multiplication, 1024, -1189463016, 1360361967 ,9228361, 20744289420,
Matrix Multiplication, 1024, -1175551407, 1330991496 ,8762218, 26808478255,
